QID,Domain,Bloom_Level,Difficulty,Question
689,Artificial Intelligence,Knowledge,Hard,"Define homomorphic encryption in the context of privacy-preserving AI."
690,Cloud Computing,Application,Hard,"Model a solution for managing cloud costs using FinOps principles."
691,Cybersecurity,Analysis,Medium,"Analyze the differences between security orchestration, automation, and response (SOAR) and SIEM."
692,Machine Learning,Synthesis,Hard,"Formulate a plan to mitigate algorithmic bias in a hiring recommendation system."
693,Data Science,Knowledge,Medium,"What is Exploratory Data Analysis (EDA)?"
694,Big Data,Analysis,Hard,"Compare the performance of Apache Spark and Apache Flink for real-time processing."
695,DevOps,Comprehension,Medium,"Illustrate the concept of a 'blameless postmortem'."
696,IoT,Application,Medium,"Construct a scenario where a Digital Twin is used to optimize a manufacturing process."
697,Artificial Intelligence,Application,Medium,"Use an XAI library like SHAP or LIME to explain a model's prediction."
698,Cloud Computing,Evaluation,Hard,"Critique the security implications of using third-party services from a cloud marketplace."
699,Cybersecurity,Knowledge,Medium,"What is threat modeling?"
700,Machine Learning,Analysis,Hard,"Examine the trade-offs between using a deep neural network versus an ensemble of decision trees."
701,Artificial Intelligence,Synthesis,Hard,"Design a multi-agent system for autonomous warehouse management."
702,Cloud Computing,Knowledge,Easy,"What is an Availability Zone?"
703,Cybersecurity,Comprehension,Medium,"Explain the role of a Certificate Authority (CA)."
704,Machine Learning,Application,Hard,"Apply transfer learning from a pre-trained computer vision model to a niche classification task."
705,Data Science,Knowledge,Medium,"What is the difference between correlation and causation?"
706,Big Data,Analysis,Medium,"Analyze the benefits of using columnar storage formats like Parquet or ORC."
707,DevOps,Comprehension,Hard,"Explain the concept of 'shifting left' in DevSecOps."
708,IoT,Evaluation,Hard,"Assess the regulatory compliance challenges (e.g., GDPR, HIPAA) for IoT data."
709,Artificial Intelligence,Analysis,Hard,"Deconstruct the ethical framework for responsible AI development."
710,Cloud Computing,Application,Medium,"Use Infrastructure as Code (e.g., Terraform) to provision a virtual private cloud (VPC)."
711,Cybersecurity,Knowledge,Hard,"Define Advanced Persistent Threat (APT)."
712,Machine Learning,Comprehension,Medium,"Describe the purpose of a validation set in model training."
713,Data Science,Application,Medium,"Perform A/B testing to evaluate the effectiveness of an email marketing campaign."
714,Big Data,Comprehension,Easy,"What is meant by 'data velocity'?"
715,DevOps,Analysis,Hard,"Compare the GitFlow branching model with Trunk-Based Development."
716,IoT,Knowledge,Medium,"What is an IoT gateway?"
717,Artificial Intelligence,Comprehension,Hard,"Explain how Generative Adversarial Networks (GANs) work."
718,Cloud Computing,Evaluation,Medium,"Evaluate the benefits of using a managed database service over self-hosting."
719,Cybersecurity,Application,Hard,"Simulate a phishing attack and design a training program to mitigate it."
720,Machine Learning,Knowledge,Easy,"What is a hyperparameter?"
721,Data Science,Comprehension,Medium,"Explain the Central Limit Theorem."
722,Big Data,Synthesis,Hard,"Propose a data architecture for a startup aiming to handle petabyte-scale data."
723,DevOps,Knowledge,Medium,"What is a container orchestrator?"
724,IoT,Analysis,Hard,"Analyze the data ownership and privacy issues in a smart city project."
725,Artificial Intelligence,Knowledge,Medium,"What is federated learning?"
726,Cloud Computing,Analysis,Hard,"Examine the challenges of data migration to a public cloud environment."
727,Cybersecurity,Comprehension,Medium,"Describe the difference between a vulnerability, a threat, and a risk."
728,Machine Learning,Application,Hard,"Develop a content-based recommender system for a movie database."
729,Data Science,Evaluation,Hard,"Argue for or against the use of p-values as the sole measure of statistical significance."
730,Big Data,Application,Medium,"Use a distributed query engine like Presto to query data across multiple sources."
731,DevOps,Synthesis,Hard,"Integrate automated security scanning tools into a CI/CD pipeline."
732,IoT,Comprehension,Easy,"What is the function of an actuator in an IoT system?"
733,Artificial Intelligence,Application,Medium,"Demonstrate the use of a Bayesian Network for probabilistic reasoning."
734,Cloud Computing,Knowledge,Easy,"What is a Service Level Objective (SLO)?"
735,Cybersecurity,Analysis,Medium,"Analyze the components of a robust password policy."
736,Machine Learning,Comprehension,Hard,"Explain the concept of backpropagation in training neural networks."
737,Data Science,Knowledge,Hard,"Define confounding variable."
738,Big Data,Evaluation,Medium,"Assess the challenges of maintaining data consistency in a distributed system."
739,DevOps,Application,Hard,"Implement a blue-green deployment strategy for a critical web service."
740,IoT,Synthesis,Hard,"Design a closed-loop IoT system for automated home irrigation."
741,Artificial Intelligence,Evaluation,Hard,"Critique the current state of explainability in deep learning models."
742,Cloud Computing,Analysis,Hard,"Compare the networking performance of containers and virtual machines."
743,Cybersecurity,Synthesis,Hard,"Develop a disaster recovery plan that accounts for ransomware attacks."
744,Machine Learning,Knowledge,Medium,"What is natural language generation (NLG)?"
745,Data Science,Application,Medium,"Apply clustering algorithms to segment customers for targeted marketing."
746,Big Data,Comprehension,Hard,"Explain the CAP theorem and its implications."
747,DevOps,Evaluation,Hard,"Evaluate the return on investment (ROI) of adopting a DevOps culture."
748,IoT,Analysis,Medium,"Deconstruct the layers of a typical IoT architecture."
749,Artificial Intelligence,Comprehension,Medium,"Illustrate how an autoencoder works."
750,Cloud Computing,Application,Medium,"Set up a monitoring and alerting system for a cloud application using native tools."
751,Cybersecurity,Knowledge,Easy,"What is two-factor authentication (2FA)?"
752,Machine Learning,Analysis,Hard,"Examine the impact of learning rate on model convergence in deep learning."
753,Data Science,Comprehension,Medium,"Describe the difference between structured, semi-structured, and unstructured data."
754,Big Data,Application,Hard,"Design and implement a data retention policy for a data lake."
755,DevOps,Analysis,Medium,"Analyze the role of observability in maintaining complex microservice systems."
756,IoT,Evaluation,Hard,"Argue for or against government regulation of consumer IoT device security."
757,Artificial Intelligence,Knowledge,Hard,"What is a Boltzmann Machine?"
758,Cloud Computing,Synthesis,Hard,"Propose a hybrid cloud strategy for an enterprise with data sovereignty requirements."
759,Cybersecurity,Application,Medium,"Conduct a simple risk assessment for a new software project."
760,Machine Learning,Comprehension,Medium,"Explain the difference between a generative and a discriminative model."
761,Data Science,Analysis,Hard,"Analyze the ethical implications of using predictive policing algorithms."
762,Big Data,Evaluation,Hard,"Critique the use of NoSQL databases for transactional systems."
763,DevOps,Knowledge,Medium,"What is a 'Definition of Done' in Scrum?"
764,IoT,Application,Medium,"Model a smart home system that uses voice commands to control devices."
765,Artificial Intelligence,Application,Hard,"Fine-tune a large language model (LLM) for a specific domain, like legal or medical text."
766,Cloud Computing,Evaluation,Medium,"Assess the maturity of serverless computing for enterprise applications."
767,Cybersecurity,Comprehension,Hard,"Explain how a DNS poisoning attack is executed."
768,Machine Learning,Analysis,Medium,"Compare the performance of different optimizers (e.g., Adam, SGD) for training a neural network."
769,Data Science,Synthesis,Hard,"Formulate a data strategy for a company looking to become more data-driven."
770,Big Data,Knowledge,Easy,"What is ETL?"
771,DevOps,Application,Easy,"Demonstrate creating a new branch and merging it in Git."
772,IoT,Knowledge,Medium,"What is RFID and how is it used in IoT?"
773,Artificial Intelligence,Evaluation,Hard,"Determine the validity of the Turing Test as a measure of machine intelligence."
774,Cloud Computing,Analysis,Hard,"Analyze the security responsibilities in the shared responsibility model for IaaS, PaaS, and SaaS."
775,Cybersecurity,Knowledge,Medium,"What is a honeypot?"
776,Machine Learning,Synthesis,Hard,"Design a system for real-time object detection on a mobile device."
777,Data Science,Comprehension,Medium,"Explain the concept of a data pipeline."
778,Big Data,Application,Medium,"Use Apache Hive to run SQL-like queries over large files in HDFS."
779,DevOps,Analysis,Hard,"Deconstruct the relationship between lead time, cycle time, and throughput."
780,IoT,Evaluation,Medium,"Assess the challenges of managing battery life in remote IoT sensors."
781,Artificial Intelligence,Comprehension,Hard,"Explain the architecture and purpose of a Convolutional Neural Network (CNN)."
782,Cloud Computing,Application,Hard,"Implement a disaster recovery strategy using cross-region replication."
783,Cybersecurity,Synthesis,Hard,"Create a security awareness training program for a non-technical audience."
784,Machine Learning,Evaluation,Hard,"Critique the limitations of using accuracy as a metric for imbalanced datasets."
785,Data Science,Application,Hard,"Construct a predictive model for customer lifetime value (CLV)."
786,Big Data,Comprehension,Medium,"Describe the role of Apache ZooKeeper in distributed systems."
787,DevOps,Knowledge,Medium,"What is observability?"
788,IoT,Analysis,Medium,"Compare the data models of different time-series databases for IoT."
789,Artificial Intelligence,Analysis,Medium,"Compare knowledge representation using logic versus using semantic networks."
790,Cloud Computing,Comprehension,Medium,"Explain how a load balancer distributes traffic."
791,Cybersecurity,Application,Medium,"Apply security hardening baselines to a new server deployment."
792,Machine Learning,Knowledge,Hard,"What is the 'vanishing gradient' problem?"
793,Data Science,Evaluation,Medium,"Determine the validity of insights drawn from a potentially biased sample."
794,Big Data,Analysis,Hard,"Examine the trade-offs between consistency and availability in distributed databases."
795,DevOps,Application,Hard,"Use a secrets management tool like HashiCorp Vault in a CI/CD pipeline."
796,IoT,Synthesis,Hard,"Propose a new IoT application for improving public transportation efficiency."
797,Artificial Intelligence,Knowledge,Easy,"What is an ontology?"
798,Cloud Computing,Evaluation,Hard,"Evaluate the total cost of ownership (TCO) of migrating an on-premises data center to the cloud."
799,Cybersecurity,Comprehension,Easy,"What is a VPN?"
800,Machine Learning,Application,Medium,"Use a Naive Bayes classifier for text classification (e.g., spam detection)."
801,Artificial Intelligence,Comprehension,Hard,"Explain the concept of self-attention in the Transformer architecture."
802,Cloud Computing,Analysis,Medium,"Analyze the impact of egress costs on cloud architecture design."
803,Cybersecurity,Knowledge,Hard,"Define Security Orchestration, Automation, and Response (SOAR)."
804,Machine Learning,Evaluation,Medium,"Assess the importance of feature selection in building a robust model."
805,Data Science,Application,Easy,"Demonstrate how to create a histogram to visualize a data distribution."
806,Big Data,Comprehension,Medium,"Explain the difference between batch and stream processing."
807,DevOps,Analysis,Hard,"Examine the cultural challenges of implementing SRE principles in a traditional IT operations team."
808,IoT,Knowledge,Medium,"What is a mesh network?"
809,Artificial Intelligence,Synthesis,Hard,"Design an AI system that provides personalized learning paths for students."
810,Cloud Computing,Application,Hard,"Configure a web application firewall (WAF) to protect against common web exploits."
811,Cybersecurity,Evaluation,Hard,"Critique the effectiveness of intrusion detection systems (IDS) against encrypted traffic."
812,Machine Learning,Comprehension,Easy,"What is the difference between classification and regression?"
813,Data Science,Analysis,Medium,"Analyze the pros and cons of different data sampling techniques (e.g., random, stratified)."
814,Big Data,Application,Medium,"Use Apache Sqoop to transfer data between a relational database and Hadoop."
815,DevOps,Knowledge,Easy,"What is Kanban?"
816,IoT,Comprehension,Hard,"Describe the challenges of ensuring data integrity from sensor to cloud."
817,Artificial Intelligence,Application,Medium,"Apply a sentiment analysis model to a corpus of customer reviews."
818,Cloud Computing,Knowledge,Medium,"What is a Virtual Private Network (VPN) in the cloud?"
819,Cybersecurity,Comprehension,Medium,"Explain the concept of defense in depth."
820,Machine Learning,Analysis,Hard,"Compare the decision boundaries created by logistic regression, SVM, and decision trees."
821,Data Science,Synthesis,Hard,"Propose a framework for conducting ethical and unbiased data science research."
822,Big Data,Evaluation,Medium,"Assess the suitability of a data lakehouse architecture for a mid-sized company."
823,DevOps,Application,Hard,"Write a Jenkins pipeline script to build, test, and deploy a simple application."
824,IoT,Evaluation,Hard,"Evaluate the trade-offs between different wireless communication protocols for a given IoT use case."
825,Artificial Intelligence,Knowledge,Hard,"What is meta-learning?"
826,Cloud Computing,Analysis,Easy,"Compare the use cases for object storage versus file storage."
827,Cybersecurity,Application,Medium,"Use network segmentation to isolate critical systems."
828,Machine Learning,Comprehension,Medium,"Explain the purpose of the train-test split in machine learning."
829,Data Science,Knowledge,Easy,"What is a null hypothesis?"
830,Big Data,Comprehension,Hard,"Explain how distributed consensus is achieved using algorithms like Paxos or Raft."
831,DevOps,Synthesis,Hard,"Design a comprehensive monitoring and observability strategy for a distributed system."
832,IoT,Analysis,Medium,"Analyze the potential failure points in an end-to-end IoT system."
833,Artificial Intelligence,Comprehension,Medium,"Describe how a simple recommender system works."
834,Cloud Computing,Synthesis,Hard,"Design a cost-optimization strategy for a company with fluctuating cloud workloads."
835,Cybersecurity,Analysis,Hard,"Deconstruct a recent high-profile cyberattack and identify the vulnerabilities exploited."
836,Machine Learning,Application,Hard,"Implement a K-Means clustering algorithm from scratch."
837,Data Science,Evaluation,Hard,"Critique the use of a specific visualization for communicating a complex finding."
838,Big Data,Knowledge,Medium,"What is Apache HBase?"
839,DevOps,Evaluation,Medium,"Assess the impact of microservices on team autonomy and cognitive load."
840,IoT,Application,Easy,"Demonstrate how a smart thermostat can learn a user's schedule."
841,Artificial Intelligence,Analysis,Hard,"Compare and contrast symbolic reasoning with neural-symbolic computing."
842,Cloud Computing,Comprehension,Medium,"Explain the benefits of using a managed NAT gateway."
843,Cybersecurity,Knowledge,Medium,"What is the principle of least privilege?"
844,Machine Learning,Evaluation,Hard,"Argue for or against the necessity of large datasets for achieving state-of-the-art results."
845,Data Science,Comprehension,Hard,"Explain the difference between covariance and correlation."
846,Big Data,Analysis,Medium,"Analyze the performance implications of data skew in a distributed processing job."
847,DevOps,Comprehension,Medium,"Describe the role of a service catalog in an ITIL/DevOps environment."
848,IoT,Synthesis,Hard,"Integrate IoT data with an augmented reality (AR) application for industrial maintenance."
849,Artificial Intelligence,Application,Hard,"Use a graph neural network (GNN) to model relationships in a social network."
850,Cloud Computing,Knowledge,Hard,"What is confidential computing?"
851,Cybersecurity,Application,Hard,"Develop a set of security metrics (KPIs) to present to a company's board."
852,Machine Learning,Analysis,Medium,"Analyze how different distance metrics (e.g., Euclidean, Manhattan) affect clustering results."
853,Data Science,Knowledge,Medium,"What is a time series?"
854,Big Data,Application,Hard,"Optimize a slow-running Spark job by identifying and resolving bottlenecks."
855,DevOps,Analysis,Hard,"Examine the trade-offs between a centralized and a decentralized model for a DevOps platform team."
856,IoT,Comprehension,Medium,"Explain how device provisioning and authentication work in a secure IoT system."
857,Artificial Intelligence,Synthesis,Hard,"Propose a new architecture for a more energy-efficient deep learning model."
858,Cloud Computing,Comprehension,Easy,"What is a 'lift and shift' cloud migration?"
859,Cybersecurity,Evaluation,Hard,"Evaluate the security and privacy risks of using public DNS resolvers."
860,Machine Learning,Knowledge,Medium,"What is cross-validation?"
861,Data Science,Application,Medium,"Apply feature engineering techniques to a raw dataset to prepare it for modeling."
862,Big Data,Synthesis,Hard,"Design a streaming analytics pipeline to detect anomalies in real-time sensor data."
863,DevOps,Comprehension,Easy,"What is a retrospective meeting?"
864,IoT,Evaluation,Medium,"Assess the maturity of IoT platforms from major cloud providers."
865,Artificial Intelligence,Analysis,Hard,"Deconstruct the training process of a large language model, including data collection and computational costs."
866,Cloud Computing,Application,Medium,"Configure IAM policies to grant least-privilege access to a cloud resource."
867,Cybersecurity,Comprehension,Medium,"Explain the difference between hashing and encryption."
868,Machine Learning,Synthesis,Hard,"Design a system that uses machine learning to predict potential customer churn."
869,Data Science,Analysis,Medium,"Analyze the limitations of relying solely on automated machine learning (AutoML) platforms."
870,Big Data,Evaluation,Hard,"Critique the suitability of the Hadoop ecosystem for modern, real-time data applications."
871,DevOps,Knowledge,Hard,"What is a service level indicator (SLI)?"
872,IoT,Analysis,Hard,"Analyze the impact of network latency on the performance of a real-time IoT application."
873,Artificial Intelligence,Knowledge,Medium,"What is a genetic algorithm?"
874,Cloud Computing,Synthesis,Hard,"Formulate a cloud migration strategy that minimizes downtime for a critical application."
75,Cybersecurity,Evaluation,Hard,"Argue for or against the ethics of 'hacking back' against attackers."
876,Machine Learning,Comprehension,Hard,"Explain the concept of information gain and entropy in the context of decision trees."
877,Data Science,Application,Hard,"Build and interpret a logistic regression model to predict a binary outcome."
878,Big Data,Knowledge,Easy,"What is a data pipeline?"
879,DevOps,Application,Medium,"Set up a basic CI pipeline using GitHub Actions."
880,IoT,Synthesis,Hard,"Propose a model for monetizing data collected from a large-scale IoT network."
881,Artificial Intelligence,Evaluation,Hard,"Evaluate the robustness of computer vision models against adversarial attacks."
882,Cloud Computing,Analysis,Medium,"Compare the different types of cloud storage: block, file, and object."
883,Cybersecurity,Knowledge,Medium,"What is data loss prevention (DLP)?"
884,Machine Learning,Application,Medium,"Tune the hyperparameters of a support vector machine (SVM) model to improve its performance."
885,Data Science,Comprehension,Easy,"What is a standard deviation?"
886,Big Data,Analysis,Hard,"Examine the challenges of maintaining schema evolution in a large-scale data warehouse."
887,DevOps,Evaluation,Medium,"Assess the effectiveness of using ChatOps for incident management."
888,IoT,Comprehension,Medium,"Describe the typical lifecycle of data in an IoT application."
889,Artificial Intelligence,Analysis,Hard,"Compare the capabilities of GPT-3 and BERT for natural language understanding tasks."
890,Cloud Computing,Application,Hard,"Architect a solution on a cloud platform to handle a sudden, massive spike in traffic."
891,Cybersecurity,Synthesis,Hard,"Design a security architecture for a multi-tenant SaaS application."
892,Machine Learning,Comprehension,Medium,"Explain what an activation function is and why it is used in neural networks."
893,Data Science,Evaluation,Hard,"Critique the methodology of a data science study based on its published paper."
894,Big Data,Application,Hard,"Use a graph database to analyze relationships and find patterns in a connected dataset."
895,DevOps,Comprehension,Hard,"Explain the difference between continuous delivery and continuous deployment."
896,IoT,Analysis,Medium,"Analyze the business models that are enabled by IoT technology."
897,Artificial Intelligence,Knowledge,Medium,"What is computational linguistics?"
898,Cloud Computing,Evaluation,Hard,"Evaluate the performance and cost implications of different serverless cold start mitigation strategies."
899,Cybersecurity,Application,Easy,"Demonstrate how to check for a secure HTTPS connection in a web browser."
900,Machine Learning,Analysis,Medium,"Analyze the bias-variance trade-off in the context of model complexity."
901,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
902,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
903,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
904,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
905,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
906,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
907,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
908,IoT,Comprehension,Easy,"Explain how a smart home hub works."
909,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
910,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
911,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
912,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
913,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
914,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
915,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
916,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
917,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
918,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
919,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
920,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
921,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
922,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
923,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
924,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
925,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
926,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
927,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
928,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
929,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
930,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
931,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
932,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
933,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
934,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
935,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
936,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
937,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
938,Big Data,Knowledge,Easy,"What is HDFS?"
939,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
940,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
941,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
942,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
943,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
944,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
945,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
946,Big Data,Comprehension,Easy,"Explain what MapReduce does."
947,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
948,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
949,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
950,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
951,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
952,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
953,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
954,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
955,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
956,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
957,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
958,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
959,Cybersecurity,Knowledge,Easy,"What is phishing?"
960,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
961,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
962,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
963,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
964,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
965,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
966,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
967,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
968,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
969,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
970,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
971,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
972,IoT,Knowledge,Easy,"What is a smart sensor?"
973,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
974,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
975,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
976,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
977,Data Science,Knowledge,Medium,"What is a feature?"
978,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
979,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
980,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
981,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
982,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
983,Cybersecurity,Knowledge,Hard,"What is an air gap?"
984,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
985,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
986,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
987,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
988,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
989,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
990,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
991,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
992,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
993,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
994,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
995,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
996,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
997,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
998,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
999,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1200,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1201,Artificial Intelligence,Analysis,Hard,"Analyze the role of positional encoding within a Transformer architecture."
1202,Cloud Computing,Knowledge,Medium,"What is the AWS Well-Architected Framework?"
1203,Cybersecurity,Comprehension,Hard,"Explain the concept of Endpoint Detection and Response (EDR)."
1204,Machine Learning,Application,Medium,"Apply AutoML techniques to find the best model for a given classification task."
1205,Data Science,Synthesis,Hard,"Design an MLOps pipeline for continuous training and deployment (CT/CD)."
1206,Big Data,Knowledge,Medium,"What is a Delta Lake?"
1207,DevOps,Analysis,Hard,"Compare and contrast ArgoCD and Flux for implementing GitOps."
1208,IoT,Comprehension,Medium,"Explain the security model of the Thread protocol for mesh networking."
1209,Artificial Intelligence,Evaluation,Hard,"Evaluate the benefits of neuro-symbolic AI over purely neural approaches."
1210,Cloud Computing,Synthesis,Hard,"Design a solution using AWS Step Functions to orchestrate a complex business workflow."
1211,Cybersecurity,Analysis,Hard,"Deconstruct the methodology of a credential stuffing attack."
1212,Machine Learning,Comprehension,Medium,"Explain how dropout functions as a regularization method in deep learning."
1213,Data Science,Analysis,Medium,"Compare the frequentist and Bayesian approaches to A/B testing."
1214,Big Data,Evaluation,Hard,"Critique the performance trade-offs between Apache Pulsar and Apache Kafka."
1215,DevOps,Knowledge,Medium,"What is a Service Level Indicator (SLI)?"
1216,IoT,Application,Hard,"Design a data ingestion pipeline capable of handling high-frequency data from industrial sensors."
1217,Artificial Intelligence,Knowledge,Hard,"What is multi-modal learning?"
1218,Cloud Computing,Evaluation,Medium,"Assess the challenges of implementing a service mesh in a brownfield (existing) environment."
1219,Cybersecurity,Knowledge,Easy,"What is a Threat Intelligence Platform (TIP)?"
1220,Machine Learning,Application,Medium,"Use a self-supervised learning approach to pre-train a model on unlabeled image data."
1221,Data Science,Comprehension,Hard,"Explain the difference between a lead and a lag indicator in time series analysis."
1222,Big Data,Analysis,Hard,"Analyze the benefits of a data contract in a distributed data architecture."
1223,DevOps,Comprehension,Medium,"Describe the key metrics of the SPACE developer productivity framework."
1224,IoT,Knowledge,Medium,"What is tinyML?"
